# Sonic Visualizer Region Layer
26.3314	26.4707	0
26.4707	27.0977	11
27.0977	27.2138	11
27.2138	27.4460	11
27.4460	27.6317	9
27.6317	27.7711	9
27.7711	28.0033	9
28.0033	28.0961	11
28.0961	28.2122	9
28.2122	28.2587	4
28.2587	28.6766	11
28.6766	28.8392	9
28.8392	28.9785	11
28.9785	29.2804	9
29.2804	29.3965	11
29.3965	29.6751	9
29.6751	29.7912	11
29.7912	30.0466	11
30.0466	30.1859	11
30.1859	30.3020	11
30.3020	30.3717	11
30.3717	31.0683	11
31.0683	31.1844	11
31.1844	31.3005	0
31.3005	31.4863	11
31.4863	31.6488	11
31.6488	31.7649	11
31.7649	31.9739	9
31.9739	32.0900	9
32.0900	32.6937	6
32.6937	32.9259	4
32.9259	33.0420	4
33.0420	33.1813	4
33.1813	33.3206	4
33.3206	33.5761	4
33.5761	33.6922	4
33.6922	34.1101	4
34.1101	34.3423	9
34.3423	34.4816	9
34.4816	34.5745	11
34.5745	34.6906	9
34.6906	34.9228	7
34.9228	35.1086	4
35.1086	35.4337	4
35.4337	35.6194	4
35.6194	35.8516	4
35.8516	35.9445	6
35.9445	36.0838	4
36.0838	36.1999	4
36.1999	36.3857	4
36.3857	36.5018	4
36.5018	36.6875	4
36.6875	36.8965	7
36.8965	37.0823	11
37.0823	37.2912	9
37.2912	37.3609	9
37.3609	37.6163	4
37.6163	37.8253	4
37.8253	37.9182	4
37.9182	38.0343	4
38.0343	38.1968	4
38.1968	38.3826	7
38.3826	38.4290	0
38.4290	38.4755	4
38.4755	38.7541	6
38.7541	39.3810	4
39.3810	39.5436	4
39.5436	39.6829	4
39.6829	39.8687	4
39.8687	39.9383	4
39.9383	40.0544	4
40.0544	40.1937	1
40.1937	40.3098	4
40.3098	40.6117	0
40.6117	40.9136	11
40.9136	41.2154	0
41.2154	41.5173	11
41.5173	41.6334	4
41.6334	41.8191	1
41.8191	41.9120	4
41.9120	42.0049	4
42.0049	42.0978	4
42.0978	42.1907	4
42.1907	42.3068	4
42.3068	42.4229	4
42.4229	42.6551	4
42.6551	42.7712	4
42.7712	43.0034	4
43.0034	43.0962	4
43.0962	43.4445	4
43.4445	43.5839	4
43.5839	43.7232	4
43.7232	43.8857	4
43.8857	44.1411	4
44.1411	44.2572	4
44.2572	44.5823	6
44.5823	44.6984	4
44.6984	44.7913	4
44.7913	45.0235	4
45.0235	45.4182	4
45.4182	45.5343	4
45.5343	45.6737	4
45.6737	46.0916	9
46.0916	46.2077	11
46.2077	46.3006	11
46.3006	46.4863	9
46.4863	46.9507	11
46.9507	47.0436	11
47.0436	47.2990	4
47.2990	47.5312	6
47.5312	47.6706	9
47.6706	47.8099	9
47.8099	48.0885	11
48.0885	48.1814	11
48.1814	48.5065	11
48.5065	48.6226	11
48.6226	48.7619	1
48.7619	48.9244	1
48.9244	49.2727	11
49.2727	49.6443	11
49.6443	49.7836	4
49.7836	49.9926	4
49.9926	50.1319	4
50.1319	50.2248	4
50.2248	50.2712	4
50.2712	50.4105	4
50.4105	50.8517	0
50.8517	51.0142	1
51.0142	51.1768	4
51.1768	51.3625	4
51.3625	51.5251	4
51.5251	51.6644	4
51.6644	51.8037	4
51.8037	51.9430	4
51.9430	52.0824	1
52.0824	52.6396	11
52.6396	52.7325	11
52.7325	52.8951	11
52.8951	53.0344	9
53.0344	53.1273	9
53.1273	53.2201	9
53.2201	53.4291	11
53.4291	53.5452	11
53.5452	53.6613	11
53.6613	53.8006	9
53.8006	53.9167	9
53.9167	54.0561	9
54.0561	54.1954	1
54.1954	54.3347	4
54.3347	54.4972	4
54.4972	54.6830	4
54.6830	54.7991	4
54.7991	55.4493	11
55.4493	55.5421	11
55.5421	55.6350	11
55.6350	55.8208	9
55.8208	56.0298	4
56.0298	56.3316	4
56.3316	56.4245	6
56.4245	56.7031	11
56.7031	56.8192	11
56.8192	56.9353	11
56.9353	57.1211	9
57.1211	57.3068	9
57.3068	57.3533	4
57.3533	57.5623	4
57.5623	57.6784	4
57.6784	57.8177	4
57.8177	58.0267	4
58.0267	58.1660	4
58.1660	58.3053	4
58.3053	58.3982	4
58.3982	58.4446	1
58.4446	58.7233	4
58.7233	58.8394	4
58.8394	59.0483	4
59.0483	59.2573	4
59.2573	59.3966	9
59.3966	59.5127	11
59.5127	59.6288	9
59.6288	59.8610	11
59.8610	59.9539	11
59.9539	60.2326	11
60.2326	60.5809	11
60.5809	60.7202	4
60.7202	60.8363	4
60.8363	60.9756	4
60.9756	61.0917	4
61.0917	61.1381	9
61.1381	61.4864	11
61.4864	61.5793	0
61.5793	61.7419	11
61.7419	61.8580	11
61.8580	61.9741	0
61.9741	62.1366	11
62.1366	62.2759	11
62.2759	62.5313	11
62.5313	62.6707	9
62.6707	62.8100	9
62.8100	62.9725	9
62.9725	63.1351	11
63.1351	63.2047	11
63.2047	63.5066	0
63.5066	63.6227	0
63.6227	63.7620	11
63.7620	63.8781	0
63.8781	64.0406	0
64.0406	64.1567	11
64.1567	64.2032	11
64.2032	64.3193	11
64.3193	64.4818	9
64.4818	64.6676	9
64.6676	64.7140	4
64.7140	64.9230	6
64.9230	65.0391	4
65.0391	65.2249	4
65.2249	65.3874	4
65.3874	65.5267	4
65.5267	65.7589	4
65.7589	65.8750	4
65.8750	65.9447	4
65.9447	66.6180	4
66.6180	66.6645	4
66.6645	66.8502	4
66.8502	66.9199	0
66.9199	67.5236	0
67.5236	67.7094	4
67.7094	67.9880	6
67.9880	68.0809	6
68.0809	68.3131	6
68.3131	68.6846	4
68.6846	68.8007	4
68.8007	68.9400	9
68.9400	69.0097	9
69.0097	69.1258	9
69.1258	69.3348	9
69.3348	69.4509	4
69.4509	69.7295	9
69.7295	69.9385	11
69.9385	70.0778	9
70.0778	70.2636	11
70.2636	70.3100	11
70.3100	70.4261	7
70.4261	70.5422	11
70.5422	70.6815	9
70.6815	70.8673	1
70.8673	71.4710	11
71.4710	71.6103	11
71.6103	71.7264	11
71.7264	71.8425	11
71.8425	71.9586	9
71.9586	72.2141	9
72.2141	72.3069	11
72.3069	72.4463	11
72.4463	72.5856	9
72.5856	72.7017	9
72.7017	72.9339	9
72.9339	73.0500	4
73.0500	73.2125	4
73.2125	73.3286	4
73.3286	73.5144	4
73.5144	73.6305	4
73.6305	73.7234	1
73.7234	73.8162	4
73.8162	74.0949	11
74.0949	74.3967	4
74.3967	74.5593	1
74.5593	74.6522	1
74.6522	74.7683	4
74.7683	74.8844	1
74.8844	75.0005	4
75.0005	75.3952	11
75.3952	75.6274	11
75.6274	75.7435	11
75.7435	75.8596	0
75.8596	76.1847	11
76.1847	76.2776	11
76.2776	76.3937	11
76.3937	76.6026	9
76.6026	76.7884	11
76.7884	77.0438	None
77.0438	77.1135	4
77.1135	77.2296	4
77.2296	77.4153	4
77.4153	77.6243	4
77.6243	77.8101	9
77.8101	77.9262	11
77.9262	78.4138	11
78.4138	78.6924	9
78.6924	78.8317	9
78.8317	79.0175	1
79.0175	79.1800	4
79.1800	79.2497	4
79.2497	79.4122	4
79.4122	79.5283	9
